1,eb6786f5fc5728e135196ad10590a114,Legal,62,2018-05-14 11:21:57,2018-05-14 11:21:57
2,ba0a623ff3a04531a99362914b20563e,Deductive Reasoning,54,2018-05-14 11:21:57,2018-05-14 11:21:57
3,45359991817e1256e30f3ea9eabcc147,Blue Collar,54,2018-05-14 11:21:57,2018-05-14 11:21:57
4,ae7a5a1bed94914c1df38c4494bb3766,Retail,56,2018-05-14 11:21:57,2018-05-14 11:21:57
5,102ca5458ffdc79dc5b4b798efb33990,Business Storytelling,84,2018-05-14 11:21:57,2018-05-14 11:21:57
6,6396f345753e1791c7d865ebe9ed87a9,Business,69,2018-05-14 11:21:57,2018-05-14 11:21:57
7,744577cc6f08fa64494bbc15df48008d,Collaboration,52,2018-05-14 11:21:57,2018-05-14 11:21:57
8,4925f809e63123bf06d9d69a5b0ab574,Microsoft Office Skills,87,2018-05-14 11:21:57,2018-05-14 11:21:57
9,54ccec4f8d1a7484a1d7aa09abcfe37f,Decision Making,90,2018-05-14 11:21:57,2018-05-14 11:21:57
10,31c8d9e9bc6f5000f4eb2d895b9bf1d4,General,82,2018-05-14 11:21:57,2018-05-14 11:21:57
11,f2063e152d123d38652e66c890e169b3,Management,71,2018-05-14 11:21:57,2018-05-14 11:21:57
12,287b144cdba5a8a6050ce554c52c4887,Employability,61,2018-05-14 11:21:57,2018-05-14 11:21:57
13,bd2fd377c8bc88ca0146309dac3be49f,Hospitality,90,2018-05-14 11:21:57,2018-05-14 11:21:57
14,b9343f6bcbdc03f0298db5592d7ce737,Employability,82,2018-05-14 11:21:57,2018-05-14 11:21:57
15,ee7196c3ddd2766257f516ec888afdcd,Consulting,99,2018-05-14 11:21:57,2018-05-14 11:21:57
16,72ae974c80dd54ed4e0ba1693929d2da,Negotiations,70,2018-05-14 11:21:57,2018-05-14 11:21:57
17,563c5e658c036fb00618939be4db9bf5,Negotiation ,54,2018-05-14 11:21:57,2018-05-14 11:21:57
18,7aa8f864fd745a84d49be9e255226681,Marketing,62,2018-05-14 11:21:57,2018-05-14 11:21:57
19,c51527d910ec8c1feebf1b7469dc9331,Conceptual,84,2018-05-14 11:21:57,2018-05-14 11:21:57
20,26f3b44c5e2325f73f2f34b615c2e824,Digital Marketing,90,2018-05-14 11:21:57,2018-05-14 11:21:57
21,9025068d86764e7503a38ba1be3dcd93,High School Student Skills,76,2018-05-14 11:21:57,2018-05-14 11:21:57
22,038c32fbc34064907f4a53a1fcd4934c,High School Student Skills,90,2018-05-14 11:21:58,2018-05-14 11:21:58
23,71d7f6b2ef365a9c03286d3433a71c5c,Blue Collar,72,2018-05-14 11:21:58,2018-05-14 11:21:58
24,8a20a74376e516bffb8e18a89eb55457,General,70,2018-05-14 11:21:58,2018-05-14 11:21:58
25,4231ad780d5a727c13af48e5667734cb,Hard Skills,84,2018-05-14 11:21:58,2018-05-14 11:21:58
26,ad6d8f4f80a83844fa7ea35aeca26214,Team Building,93,2018-05-14 11:21:58,2018-05-14 11:21:58
27,2ba06af28ecc713383b87477f7c4806f,Editing,94,2018-05-14 11:21:58,2018-05-14 11:21:58
28,a9f12380ea9e9717fae2e146ca15485b,Interpersonal,93,2018-05-14 11:21:58,2018-05-14 11:21:58
29,abecacf5cc516c246cf40c7db1cce0ca,Leadership,74,2018-05-14 11:21:58,2018-05-14 11:21:58
30,ef27c54c3b86d6b383aeff2a7c5f2ef0,Multitasking,72,2018-05-14 11:21:58,2018-05-14 11:21:58
31,323f5efe8ce8cd4070f9fc4f426d68a8,Hard Skills,91,2018-05-14 11:21:58,2018-05-14 11:21:58
32,ac1a00d1ef36a90cfef976c8d6f8e401,Business,98,2018-05-14 11:21:58,2018-05-14 11:21:58
33,5fea2ecb5876db43413baa59533e2819,Social,99,2018-05-14 11:21:58,2018-05-14 11:21:58
34,f5be1f059098a238cf28654c725a605a,Persuasive,99,2018-05-14 11:21:58,2018-05-14 11:21:58
35,b420d53d353cea972011df32a275e38f,Business,57,2018-05-14 11:21:58,2018-05-14 11:21:58
36,2eab4969cba519dc29566699313529d1,Critical Thinking,65,2018-05-14 11:21:58,2018-05-14 11:21:58
37,fcac020967c16a8b3b5559fdc4208971,Teamwork,62,2018-05-14 11:21:58,2018-05-14 11:21:58
38,8bafde393755f569d0c760f7a8743856,Social Media,80,2018-05-14 11:21:58,2018-05-14 11:21:58
39,a1f4577f1c275340b0877fd66be88cca,Negotiations,88,2018-05-14 11:21:58,2018-05-14 11:21:58
40,19a94710006f09997282beb0174761ed,Legal,69,2018-05-14 11:21:58,2018-05-14 11:21:58
41,2394346cd03e7453372da87936fe2440,Digital Media,86,2018-05-14 11:21:58,2018-05-14 11:21:58
42,a9312f7a2595dc03f707311f227176fd,Clerical,51,2018-05-14 11:21:58,2018-05-14 11:21:58
43,0f55731f53d2920a541d9f4946d81766,Critical Thinking,62,2018-05-14 11:21:58,2018-05-14 11:21:58
44,9acb7a2773c069cf69d36fa38415b5ff,Active Listening,95,2018-05-14 11:21:58,2018-05-14 11:21:58
45,6466c6043f123e7d7daf65d7471f7991,Team Building,98,2018-05-14 11:21:58,2018-05-14 11:21:58
46,bdbc60a0e64497eb43567c4a795e07c4,Verbal Communication,72,2018-05-14 11:21:58,2018-05-14 11:21:58
47,01ddf45288fc4b87feb4a43a0cb490bb,Computer,68,2018-05-14 11:21:58,2018-05-14 11:21:58
48,2dacef9ddc56a248761b5f287955c19d,Tech Skills Listed by Job,63,2018-05-14 11:21:58,2018-05-14 11:21:58
49,d8f5f6b871305c1032dab77fbd510100,Verbal Communication,99,2018-05-14 11:21:58,2018-05-14 11:21:58
50,da2209a4ac41bca4f6305a3d2b6651df,Behavioral,100,2018-05-14 11:21:58,2018-05-14 11:21:58
51,75e7687747dd49a46a178b711ffcc9bc,Legal,94,2018-05-14 11:21:58,2018-05-14 11:21:58
52,280620314b855cf02082946db26329b0,Persuasive,78,2018-05-14 11:21:58,2018-05-14 11:21:58
53,1570772b954d4f5df264f355afeb8a03,Digital Marketing,85,2018-05-14 11:21:58,2018-05-14 11:21:58
54,e66f70e513168980ac3566abf403c74b,Analytical,54,2018-05-14 11:21:59,2018-05-14 11:21:59
55,0e98be88837bfa5a59892af1d78ea08c,Accounting,91,2018-05-14 11:21:59,2018-05-14 11:21:59
56,1e9cd681bf036c9816aae794b1747c38,Interpersonal,87,2018-05-14 11:21:59,2018-05-14 11:21:59
57,870fd196969bb14f46edc8dadaeaa446,Critical Thinking,51,2018-05-14 11:21:59,2018-05-14 11:21:59
58,6d1079ba64017b45e81cc574203aa725,Marketing,56,2018-05-14 11:21:59,2018-05-14 11:21:59
59,de8835eaf81a60b00b19a2c459385628,Personal,72,2018-05-14 11:21:59,2018-05-14 11:21:59
60,10db2587de9bc9eea1ff79964a76d5f0,Listening,71,2018-05-14 11:21:59,2018-05-14 11:21:59
61,5d10ac40d1fef5020796a1c906845206,Interpersonal,60,2018-05-14 11:21:59,2018-05-14 11:21:59
62,3b78801cadecbc645a9e8eea34f9607f,Public Speaking,60,2018-05-14 11:21:59,2018-05-14 11:21:59
63,a6f1fac572bdfd32bf59065324cabfde,Editing,83,2018-05-14 11:21:59,2018-05-14 11:21:59
64,6a8f164eaee493a0a2ba969ba5516f29,Marketing,94,2018-05-14 11:21:59,2018-05-14 11:21:59
65,1b801f7ea288c98a88a0070f430a2435,Hospitality,99,2018-05-14 11:21:59,2018-05-14 11:21:59
66,f148ba5bd5111739d1da9f83b49e6668,Business Intelligence,72,2018-05-14 11:21:59,2018-05-14 11:21:59
67,2b3381b219c8db115b530683ab674c4f,Blue Collar,93,2018-05-14 11:21:59,2018-05-14 11:21:59
68,f74c452e19373c0f37e43b8ecacb8e48,Social Media,63,2018-05-14 11:21:59,2018-05-14 11:21:59
69,551d0b9ddcea7e021c1b6240e36207bd,Critical Thinking,88,2018-05-14 11:21:59,2018-05-14 11:21:59
70,def7a39c9993b9320695595a02b86cfe,Leadership,71,2018-05-14 11:21:59,2018-05-14 11:21:59
71,76fb875e8112660fcb022c9853895c6d,QuickBooks,100,2018-05-14 11:21:59,2018-05-14 11:21:59
72,983fe00e7adfe2fdbdf3d560a55cad2c,Organizational,91,2018-05-14 11:21:59,2018-05-14 11:21:59
73,99428a819c858a28b12bdd57f0803be4,Writing,63,2018-05-14 11:21:59,2018-05-14 11:21:59
74,22b5c52ce1da3aca8a0c81f65e409adf,Creative Thinking,61,2018-05-14 11:21:59,2018-05-14 11:21:59
75,0ce8566d5a8f9d170ef3d2e4db0b476a,Finance,62,2018-05-14 11:21:59,2018-05-14 11:21:59
