1,3c3459f01edd302f41c0be3bce0e2c7c,eb6786f5fc5728e135196ad10590a114,0e5d52b4fcc8a578a5533b9edaea6108,2018-05-14 19:00:55,2018-05-14 19:00:55
2,9c26b27d3c25cf4010ee1da28d72f400,ba0a623ff3a04531a99362914b20563e,912c2cbac18b8c75977c1a526ec928b1,2018-05-14 19:00:55,2018-05-14 19:00:55
3,81308373a9fd85aa70c55381c200365b,45359991817e1256e30f3ea9eabcc147,5faa1a2c4cfaa3d66062571670c73292,2018-05-14 19:00:55,2018-05-14 19:00:55
4,e1f6a882b8a43c5d7aacef1ff1c151cb,ae7a5a1bed94914c1df38c4494bb3766,23f07acca9e4faeea069aaf87d08d74b,2018-05-14 19:00:55,2018-05-14 19:00:55
5,aa8ab4c52576d570fb31be71c0ef3a56,102ca5458ffdc79dc5b4b798efb33990,7ec0afddf80cb99004c63080bb041c8a,2018-05-14 19:00:56,2018-05-14 19:00:56
6,99cc10703721fc61c4663c7f369724f9,6396f345753e1791c7d865ebe9ed87a9,b5570aed2d2e92addcf6d73887685f5c,2018-05-14 19:00:56,2018-05-14 19:00:56
7,853d75691ad3d332921a12d0cda9de13,744577cc6f08fa64494bbc15df48008d,5753f5e6463b7f50493eb9146814fcc0,2018-05-14 19:00:56,2018-05-14 19:00:56
8,93469faf8ca0914b55898764aab662ac,4925f809e63123bf06d9d69a5b0ab574,99ef8aa6ab206cb05c0696030091e05e,2018-05-14 19:00:56,2018-05-14 19:00:56
9,b8afc5980d4359457527eb62bd2edce5,54ccec4f8d1a7484a1d7aa09abcfe37f,c4307d2a8a97822f81e4245bbbdace7b,2018-05-14 19:00:56,2018-05-14 19:00:56
10,3a9bf97262446353267a89e7e89cbcf0,31c8d9e9bc6f5000f4eb2d895b9bf1d4,1a813160d40b3c49d4e2d6fed96de78f,2018-05-14 19:00:56,2018-05-14 19:00:56
